date,average_price,total_volume,4046,4225,4770,total_bags,small_bags,large_bags,xlarge_bags,type,year,geography
2018-05-20,1.25,5601182.31,453103.98,3462615.35,6313.27,1679149.71,1331769.48,327785.01,19595.22,conventional,2018,Northeast
2019-12-29,0.83,268280.9,94070.39,57341.91,611.39,116257.21,82311.26,33692.08,253.87,conventional,2019,Richmond/Norfolk
2016-10-23,1.16,12154.78,141.64,4350.3,358.26,7304.58,1949.05,5355.53,0.0,organic,2016,Richmond/Norfolk
2018-02-18,1.05,230083.5,96889.96,9241.74,323.04,123628.76,84042.09,37977.78,1608.89,conventional,2018,Nashville
2019-09-29,1.16,30501.76,189.2,356.06,0.0,29956.5,27821.43,2135.07,0.0,organic,2019,Harrisburg/Scranton
2020-03-29,1.29,1168465.86,529350.61,40260.6,710.54,598141.86,548254.8,45663.05,4224.01,conventional,2020,Miami/Ft. Lauderdale
2018-05-06,1.09,151408.12,35704.08,50218.57,2506.44,62979.03,24554.21,38330.52,94.3,conventional,2018,Spokane
2018-11-18,1.2,209045.96,67819.91,52752.34,4105.05,84368.66,71820.26,12541.73,6.67,conventional,2018,Charlotte
2018-01-14,1.19,10864.95,318.7,133.26,0.0,10412.99,3248.18,7164.81,0.0,organic,2018,Buffalo/Rochester
2016-12-18,0.81,297506.24,88443.43,49295.62,7072.79,152694.4,58263.7,94430.7,0.0,conventional,2016,Las Vegas
2018-11-11,1.76,195021.47,40406.3,67084.23,3.23,87527.71,87520.52,7.19,0.0,organic,2018,California
2020-10-18,1.65,358111.87,16746.98,18331.19,33.67,323000.03,200470.76,122529.27,0.0,organic,2020,California
2019-01-13,1.81,13456.14,80.5,5085.71,88.01,8201.92,7236.54,965.38,0.0,organic,2019,Charlotte
2020-01-26,1.45,26226.68,81.57,629.41,0.0,25515.7,18434.97,7080.73,0.0,organic,2020,Northern New England
2016-05-29,0.97,849097.69,513204.86,167161.0,248.87,168482.96,64610.91,93591.22,10280.83,conventional,2016,Miami/Ft. Lauderdale
2015-01-18,1.3,405138.19,285204.29,42798.99,42.64,77092.27,41312.0,35780.27,0.0,conventional,2015,Miami/Ft. Lauderdale
2016-09-04,1.15,11844.17,97.77,3795.93,0.0,7950.47,1605.04,6345.43,0.0,organic,2016,Roanoke
2019-06-16,2.09,18946.81,5255.84,262.14,0.0,13428.83,13428.83,0.0,0.0,organic,2019,Houston
2017-05-07,1.66,491356.56,42673.46,249542.51,919.18,198221.41,155183.42,42203.27,834.72,conventional,2017,Philadelphia
2020-06-14,0.82,1681921.0,719590.0,190010.0,5257.0,767064.0,483168.0,260765.0,23131.0,conventional,2020,Houston
2018-04-29,1.11,1256281.65,112374.92,854671.32,6209.62,283025.79,270669.27,12296.52,60.0,conventional,2018,Baltimore/Washington
2020-03-29,1.0,217721.32,72668.15,22196.2,9.38,122847.59,98093.85,23110.42,1643.32,conventional,2020,Roanoke
2017-02-26,1.09,3780081.91,2009302.02,536981.39,6635.9,1227162.6,876737.08,337642.19,12783.33,conventional,2017,Southeast
2019-11-17,0.67,1582201.0,722617.0,164804.0,7463.0,687318.0,453018.0,233929.0,370.0,conventional,2019,Dallas/Ft. Worth
2016-05-08,1.36,7229.48,68.12,4191.0,0.0,2970.36,1395.08,1575.28,0.0,organic,2016,Roanoke
2018-02-04,1.42,16666.13,132.57,4063.83,102.86,12366.87,11819.92,546.95,0.0,organic,2018,South Carolina
2016-10-09,1.52,878367.41,127092.78,266687.47,5103.42,479483.74,289726.54,189757.2,0.0,organic,2016,Total U.S.
2017-01-22,1.48,8443.85,92.31,3486.55,448.82,4416.17,3971.5,444.67,0.0,organic,2017,Charlotte
2017-10-08,1.83,103123.48,46870.14,8224.8,765.87,47262.67,40288.38,6950.95,23.34,conventional,2017,Columbus
2017-04-02,1.48,288639.34,65914.28,45497.47,33828.6,143398.99,131639.74,3178.06,8581.19,conventional,2017,Detroit
2019-01-20,1.25,84717.51,20962.89,5948.16,0.0,57806.46,51950.08,5856.38,0.0,organic,2019,Plains
2019-11-03,1.1,587737.8,89110.94,75052.6,23169.19,400405.07,181296.09,214298.78,4810.2,conventional,2019,San Diego
2017-11-05,2.54,2596.51,215.25,1023.49,0.0,1357.77,380.0,977.77,0.0,organic,2017,Spokane
2016-01-03,0.86,10026.13,1303.08,932.82,5.29,7784.94,83.92,7701.02,0.0,organic,2016,St. Louis
2017-11-12,1.67,117223.76,24716.13,3479.9,0.0,89027.73,88069.33,958.4,0.0,organic,2017,South Central
2015-03-15,1.19,2462108.11,570576.91,1066470.63,210234.78,614825.79,578103.5,34641.93,2080.36,conventional,2015,Midsouth
2016-09-25,1.53,8814.22,1032.78,128.66,0.0,7652.78,7151.55,501.23,0.0,organic,2016,Pittsburgh
2020-01-12,0.99,102508.91,3486.36,47438.09,74.0,51510.46,32655.35,17055.11,1800.0,conventional,2020,Syracuse
2015-07-12,2.23,25100.98,6831.25,18168.54,16.0,85.19,0.0,85.19,0.0,organic,2015,Seattle
2018-10-14,0.95,983727.12,612567.65,71019.05,4627.4,295513.02,123646.99,164651.59,7214.44,conventional,2018,Miami/Ft. Lauderdale
2017-01-08,0.8,39403.42,8720.61,1639.28,53.69,28989.84,3473.4,25516.44,0.0,organic,2017,Denver
2016-09-25,1.05,566089.72,217679.82,136015.14,15808.76,196586.0,182692.61,12821.45,1071.94,conventional,2016,San Diego
2015-06-14,1.35,9881.65,7806.7,512.0,0.0,1562.95,1562.95,0.0,0.0,organic,2015,Dallas/Ft. Worth
2018-06-10,1.19,4105136.03,668392.75,1114402.23,422855.29,1899485.76,1518437.18,338109.21,42939.37,conventional,2018,Great Lakes
2018-01-21,1.32,527860.09,69862.88,303263.33,383.99,154349.89,144550.12,9797.01,2.76,conventional,2018,Philadelphia
2018-01-01,1.13,513318.77,12055.64,455794.95,1957.91,43510.27,16181.54,27328.73,0.0,conventional,2018,Northern New England
2019-12-29,1.47,60242.54,236.64,10936.09,14.71,49055.1,7576.09,41380.97,98.04,organic,2019,Seattle
2019-09-22,0.97,1414555.21,518095.96,257253.35,17281.24,621924.66,383477.49,237756.13,691.04,conventional,2019,Dallas/Ft. Worth
2019-03-10,1.15,10032.95,151.85,0.0,0.0,9881.1,9877.77,3.33,0.0,organic,2019,Tampa
2015-11-22,1.1,1281613.28,584490.6,403638.25,15421.83,278062.6,260079.65,16838.2,1144.75,conventional,2015,Plains
2015-05-03,1.3,2258.1,90.87,895.67,0.0,1271.56,420.0,851.56,0.0,organic,2015,Indianapolis
2019-10-27,1.03,314386.29,55472.78,61855.49,450.17,196607.85,80274.26,116333.59,0.0,conventional,2019,Las Vegas
2018-12-02,1.37,17609.59,538.56,3335.84,0.0,13735.19,11137.28,2597.91,0.0,organic,2018,Detroit
2017-03-05,0.72,4667.26,19.04,603.63,0.0,4044.59,171.7,3872.89,0.0,organic,2017,Boise
2017-04-02,1.21,34468017.36,12245520.55,9733584.68,624709.69,11864202.44,9385516.28,2330300.27,148385.89,conventional,2017,Total U.S.
2018-10-07,1.6,27644.98,5403.22,83.44,0.0,22158.32,21638.32,520.0,0.0,organic,2018,Houston
2020-03-08,1.59,3384.55,44.69,461.76,0.0,2878.1,1443.72,1434.38,0.0,organic,2020,Albany
2018-11-18,1.46,273645.16,7251.43,202526.27,365.8,63501.66,56841.87,6659.79,0.0,conventional,2018,Hartford/Springfield
2019-07-14,1.95,184774.54,3933.51,19476.5,0.0,161274.95,87999.05,73275.9,0.0,organic,2019,Great Lakes
2015-07-19,1.44,73321.36,1296.93,43696.6,1675.99,26651.84,23700.61,2951.23,0.0,conventional,2015,Pittsburgh
2015-09-13,2.0,3283.74,13.63,1299.4,0.0,1970.71,1970.71,0.0,0.0,organic,2015,Boston
2017-07-23,1.44,77668.0,17050.89,35913.91,88.54,24614.66,13712.78,10899.63,2.25,conventional,2017,Spokane
2017-02-26,0.88,216226.59,121849.81,13162.21,71.22,81143.35,72019.67,8088.68,1035.0,conventional,2017,Nashville
2020-10-25,1.33,19396.41,48.32,1485.54,3.77,17858.78,10000.97,7857.81,0.0,organic,2020,Richmond/Norfolk
2015-06-07,0.89,607468.04,378749.86,164367.13,13914.85,50436.2,46211.78,4224.42,0.0,conventional,2015,San Diego
2018-11-11,1.44,15099.59,630.06,2067.42,0.0,12402.11,8520.75,3881.36,0.0,organic,2018,Detroit
2018-03-18,1.17,98328.71,21145.49,26680.03,594.18,49909.01,30325.62,19483.29,100.1,conventional,2018,Spokane
2017-12-24,1.46,19059.5,181.5,240.0,0.0,18638.0,18638.0,0.0,0.0,organic,2017,Harrisburg/Scranton
2018-04-08,1.42,171683.59,23461.56,6041.96,0.0,142180.07,117741.43,24438.64,0.0,organic,2018,South Central
2015-04-19,1.02,226978.72,8229.4,144900.84,12959.1,60889.38,35196.33,23101.71,2591.34,conventional,2015,Cincinnati/Dayton
2016-07-10,1.47,420054.95,15583.43,211189.05,20445.49,172836.98,154560.09,14058.39,4218.5,conventional,2016,Philadelphia
2020-02-09,0.8,411678.83,56954.64,21874.51,37067.86,295781.82,248902.13,39855.83,7023.86,conventional,2020,Cincinnati/Dayton
2018-09-30,1.52,287587.7,5577.6,218245.56,1393.7,62370.84,60592.04,1048.81,729.99,conventional,2018,Hartford/Springfield
2016-04-24,1.15,171142.36,1391.01,69260.58,1784.73,98706.04,98706.04,0.0,0.0,conventional,2016,Buffalo/Rochester
2017-09-24,1.47,53868.66,4475.84,28923.06,29.25,20440.51,17095.79,3341.39,3.33,conventional,2017,Syracuse
2018-09-30,1.43,10029.57,267.3,763.44,0.0,8998.83,8634.2,364.63,0.0,organic,2018,Orlando
2016-04-10,1.12,16776.27,394.05,9103.31,0.0,7278.91,5473.56,1805.35,0.0,organic,2016,Cincinnati/Dayton
2017-07-30,1.43,64459.46,1121.94,36769.4,36.37,26531.75,25309.08,496.01,726.66,conventional,2017,Syracuse
2016-08-14,1.48,9978.31,899.71,4522.42,0.0,4556.18,2277.22,2278.96,0.0,organic,2016,Nashville
2018-07-29,2.15,14789.76,37.72,5961.37,138.02,8652.65,8612.65,40.0,0.0,organic,2018,Raleigh/Greensboro
2017-03-05,1.24,3197341.66,563498.27,1313704.16,195550.24,1124588.99,720629.17,364409.43,39550.39,conventional,2017,Great Lakes
2020-01-12,1.07,843040.7,206629.28,103376.22,3909.59,529125.61,203294.84,310622.35,15208.42,conventional,2020,Denver
2020-06-14,1.73,8372.0,57.0,943.0,0.0,7372.0,1788.0,5584.0,0.0,organic,2020,Spokane
2015-01-25,1.17,206074.14,33193.27,89075.29,426.35,83379.23,79720.85,3658.38,0.0,conventional,2015,Harrisburg/Scranton
2016-07-24,1.41,4106.49,588.36,0.0,0.0,3518.13,3458.13,60.0,0.0,organic,2016,New Orleans/Mobile
2018-02-25,1.36,647233.53,420401.52,51048.05,1505.14,174278.82,120093.14,54105.68,80.0,conventional,2018,Miami/Ft. Lauderdale
2018-03-04,1.08,594551.6,272245.24,37136.05,1763.52,283406.79,178019.66,103016.02,2371.11,conventional,2018,Atlanta
2017-03-05,1.39,1465568.77,31240.27,1065008.71,34775.18,334544.61,297818.33,33380.45,3345.83,conventional,2017,New York
2019-12-15,1.53,137285.85,922.47,22501.31,141.54,113720.53,92978.88,20741.65,0.0,organic,2019,Midsouth
2016-05-22,1.71,5433.16,437.48,2422.71,544.63,2028.34,2021.67,6.67,0.0,organic,2016,Charlotte
2017-06-25,1.24,297426.95,92985.13,87499.38,6296.21,110646.23,105884.61,1991.62,2770.0,conventional,2017,Raleigh/Greensboro
2016-01-03,0.94,2171818.57,999388.89,840637.85,19331.34,312460.49,291734.88,19418.04,1307.57,conventional,2016,Plains
2018-05-06,1.04,328505.11,159076.15,9551.57,776.66,159100.73,124584.92,25523.13,8992.68,conventional,2018,St. Louis
2017-08-20,1.3,5653429.62,1886625.76,1346579.44,101128.66,2319095.76,1219038.28,1090563.92,9493.56,conventional,2017,West
2020-08-16,1.4,4957.41,265.17,199.43,0.0,4492.81,4057.21,435.6,0.0,organic,2020,Syracuse
2018-10-14,1.42,12557.76,187.61,804.92,0.0,11565.23,10632.23,933.0,0.0,organic,2018,Orlando
2019-08-04,2.04,144484.67,3955.86,18434.7,1.57,122013.6,93152.75,28860.85,0.0,organic,2019,Great Lakes
2020-07-05,1.23,7627027.0,746974.53,4431082.61,35514.05,2413455.81,1790709.01,591947.56,30799.24,conventional,2020,Northeast
2016-11-13,1.56,397601.1,5233.97,314434.8,3726.92,74205.41,74205.41,0.0,0.0,conventional,2016,Boston
2016-04-03,0.83,829424.24,153221.66,209188.36,25632.09,441382.13,39142.16,402239.97,0.0,conventional,2016,Denver
2019-05-05,1.47,578.88,75.77,115.58,5.31,382.22,382.22,0.0,0.0,organic,2019,Jacksonville
2018-02-11,1.34,8377.74,280.47,939.13,0.0,7105.49,5468.35,1637.14,0.0,organic,2018,Indianapolis
2019-08-18,1.46,33612.61,2438.27,2426.47,0.0,28747.87,25542.85,3205.02,0.0,organic,2019,Philadelphia
2019-08-25,1.69,5872.88,67.65,1054.25,0.0,4750.98,4717.69,33.29,0.0,organic,2019,Grand Rapids
2018-01-01,1.41,115959.77,25221.46,3103.46,0.0,87634.85,82290.07,5344.78,0.0,organic,2018,South Central
2017-10-08,1.62,159117.57,43388.05,49967.91,1517.57,64244.04,60012.28,4231.76,0.0,conventional,2017,Richmond/Norfolk
2017-01-08,2.58,18096.56,6273.0,8466.99,0.0,3356.57,3347.06,9.51,0.0,organic,2017,San Francisco
2020-02-16,1.17,111113.13,4818.5,80974.81,123.97,25195.85,10232.17,13425.91,1537.77,conventional,2020,Albany
2017-11-12,1.64,14375.75,75.29,3360.95,39.33,10900.18,10426.89,473.29,0.0,organic,2017,South Carolina
2015-08-23,1.04,5197578.46,2160130.08,2054710.68,107786.51,874951.19,709163.29,165723.93,63.97,conventional,2015,West
2019-02-03,0.86,991608.03,454057.94,37760.59,2447.32,497342.18,316644.44,173717.48,6980.26,conventional,2019,Atlanta
2020-11-22,1.47,35919.14,79.24,2433.32,0.0,33406.58,8050.29,25356.29,0.0,organic,2020,Atlanta
2016-03-20,0.98,36797.51,4709.48,3674.36,26.61,28387.06,1224.69,27162.37,0.0,organic,2016,Denver
2015-02-08,1.51,50546.78,10197.75,16658.11,792.54,22898.38,20283.33,2615.05,0.0,organic,2015,Southeast
2018-06-10,1.18,480625.47,86066.08,48096.85,61116.0,285346.54,255823.85,22016.33,7506.36,conventional,2018,Detroit
2019-09-01,1.44,2540.28,85.91,117.05,0.0,2337.32,2330.65,6.67,0.0,organic,2019,Jacksonville
2016-02-28,1.78,4143.52,2916.41,110.0,0.0,1117.11,1110.44,6.67,0.0,organic,2016,Orlando
2019-12-29,0.68,1324464.4,551283.92,172953.27,1140.05,599087.16,298311.02,290292.93,10483.21,conventional,2019,Houston
2017-03-19,1.91,3319.4,240.74,1487.07,0.0,1591.59,23.33,1568.26,0.0,organic,2017,Spokane
2016-06-19,1.37,18402.19,6836.26,6446.18,14.24,5105.51,2193.34,2912.17,0.0,organic,2016,West Tex/New Mexico
2018-08-26,1.58,189272.19,97070.87,20039.36,831.07,71330.89,25011.17,41986.39,4333.33,conventional,2018,Jacksonville
2019-11-17,1.06,839061.0,126892.0,130766.0,3402.0,578001.0,188032.0,377116.0,12853.0,conventional,2019,Denver
2015-08-09,1.25,731125.01,18237.36,526303.06,104796.41,81788.18,79510.48,1904.8,372.9,conventional,2015,Chicago
2019-11-03,1.06,3487222.63,737273.16,684732.1,201443.02,1863774.35,1476102.46,359990.12,27681.77,conventional,2019,Great Lakes
2015-02-15,1.71,1784.02,617.91,248.56,0.0,917.55,760.32,157.23,0.0,organic,2015,Pittsburgh
2016-09-25,1.35,19980.31,11604.51,1486.92,0.0,6888.88,4964.64,1924.24,0.0,organic,2016,Dallas/Ft. Worth
2019-06-09,0.97,1519847.57,505035.95,307713.44,21075.58,686022.6,394804.82,291168.8,48.98,conventional,2019,Dallas/Ft. Worth
2016-04-03,1.11,559718.46,4683.35,406529.44,42112.53,106393.14,106262.03,131.11,0.0,conventional,2016,Boston
2019-11-17,2.34,12170.0,27.0,2807.0,46.0,9289.0,8941.0,348.0,0.0,organic,2019,Raleigh/Greensboro
2019-12-15,0.84,1136868.21,458902.74,233644.43,1872.75,442448.29,173494.49,259872.7,9081.1,conventional,2019,Houston
2019-05-12,1.69,571378.74,107997.27,168044.92,1363.78,293972.77,102953.51,189718.99,1300.27,conventional,2019,Seattle
2015-03-29,1.57,3330.37,527.3,19.22,0.0,2783.85,2783.85,0.0,0.0,organic,2015,New Orleans/Mobile
2020-11-22,1.12,46665.11,4163.16,158.72,137.55,42205.68,30684.0,11521.68,0.0,organic,2020,Dallas/Ft. Worth
2018-08-26,1.45,83471.35,37664.17,3878.54,8840.45,33088.19,20565.6,12509.44,13.15,conventional,2018,Boise
2018-02-25,0.72,1224254.4,621383.55,216588.22,13517.52,372765.11,218471.0,148190.88,6103.23,conventional,2018,Phoenix/Tucson
2017-02-19,1.33,91579.18,32493.94,24711.08,1212.1,33162.06,27745.1,5416.96,0.0,conventional,2017,Pittsburgh
2015-05-10,0.76,1201673.17,654227.6,424395.94,3776.21,119273.42,49686.88,69586.54,0.0,conventional,2015,Houston
2019-02-03,1.16,1138059.76,166279.3,589573.6,8974.14,373232.72,349113.71,24112.34,6.67,conventional,2019,Baltimore/Washington
2017-07-02,1.21,257162.16,71544.84,83589.78,2458.8,99568.74,90410.02,2797.05,6361.67,conventional,2017,Richmond/Norfolk
2020-06-07,1.14,245509.0,125285.0,13807.0,270.0,106146.0,82977.0,23155.0,14.0,conventional,2020,Jacksonville
2019-03-03,1.16,100904.33,40588.14,9107.78,11459.81,39748.6,19985.28,19539.7,223.62,conventional,2019,Boise
2019-12-01,1.97,4677.0,5.0,363.0,0.0,4308.0,3008.0,1300.0,0.0,organic,2019,Boise
2018-10-14,0.96,707885.15,294953.26,94661.73,32160.92,286109.24,168590.68,104226.34,13292.22,conventional,2018,West Tex/New Mexico
2020-05-10,1.24,1082709.47,554825.57,41668.99,456.46,485758.45,437983.43,47721.69,53.33,conventional,2020,Miami/Ft. Lauderdale
2016-09-04,1.58,13039.44,1.0,231.39,0.0,12807.05,12807.05,0.0,0.0,organic,2016,Northern New England
2015-01-25,1.63,54932.83,11160.54,26029.58,3297.83,14444.88,11428.78,3016.1,0.0,organic,2015,Midsouth
2020-09-13,1.33,34891.5,2871.41,1248.94,3.46,30767.69,18543.32,12224.37,0.0,organic,2020,Phoenix/Tucson
2017-05-28,1.32,4451.69,0.0,1185.02,0.0,3266.67,763.33,2503.34,0.0,organic,2017,Louisville
2017-05-28,2.67,12930.59,148.98,4613.7,57.94,8109.97,8109.97,0.0,0.0,organic,2017,Hartford/Springfield
2015-09-13,1.84,5971.62,89.37,5082.81,0.0,799.44,793.33,6.11,0.0,organic,2015,Roanoke
2017-10-15,1.62,3251117.56,302669.36,2116241.41,6202.08,826004.71,703791.09,122213.62,0.0,conventional,2017,Northeast
2020-03-08,0.89,1251852.91,343241.91,180775.75,3961.87,723873.38,220298.35,502739.74,835.29,conventional,2020,Phoenix/Tucson
2020-10-25,1.31,28979.69,2793.35,730.05,0.0,25456.29,14115.21,11341.08,0.0,organic,2020,Phoenix/Tucson
2015-03-29,1.9,6433.37,24.76,569.59,0.0,5839.02,5839.02,0.0,0.0,organic,2015,Northern New England
2019-04-28,1.48,96304.46,17402.32,14715.31,227.12,63959.71,34118.69,29641.02,200.0,conventional,2019,Louisville
2018-03-25,0.93,7667064.46,2567279.74,1912986.38,118289.91,3068508.43,1309580.19,1745630.06,13298.18,conventional,2018,West
2017-06-18,1.11,103313.47,21695.01,28464.58,84.08,53069.8,53053.14,8.89,7.77,conventional,2017,Spokane
2017-11-19,0.95,654996.0,333777.0,119338.0,6035.0,195845.0,73894.0,118062.0,3889.0,conventional,2017,West Tex/New Mexico
2016-06-19,0.87,1236820.38,633636.0,250585.11,61508.01,291091.26,272250.37,12776.78,6064.11,conventional,2016,Dallas/Ft. Worth
2017-07-30,1.26,229911.14,61959.41,85046.12,1831.32,81074.29,74994.56,4529.73,1550.0,conventional,2017,Richmond/Norfolk
2019-02-24,1.72,222465.21,40574.26,62238.51,0.0,119652.44,119631.28,21.16,0.0,organic,2019,California
2018-11-18,1.42,19048.04,548.34,2514.32,0.0,15985.38,9787.04,6198.34,0.0,organic,2018,Detroit
2020-06-28,0.85,358210.32,113045.84,27175.68,4406.91,213581.89,203402.91,7653.52,2525.46,conventional,2020,Indianapolis
2020-07-19,1.01,1072048.16,194547.01,137892.21,8198.08,731410.86,364132.7,343000.23,24277.93,conventional,2020,Denver
2018-06-24,1.16,111773.47,48025.08,5256.22,8951.75,49540.42,23267.3,26178.85,94.27,conventional,2018,Boise
2016-01-03,1.44,5738.68,2.37,160.11,0.0,5576.2,2335.92,3240.28,0.0,organic,2016,Buffalo/Rochester
2016-08-07,1.12,32688.03,11017.8,424.96,0.0,21245.27,8515.91,12729.36,0.0,organic,2016,Dallas/Ft. Worth
2015-11-08,1.72,9192.79,7679.02,1160.9,0.0,352.87,325.02,27.85,0.0,organic,2015,Phoenix/Tucson
2019-11-24,1.13,3156445.0,577113.0,590490.0,268815.0,1720027.0,1321933.0,353172.0,44922.0,conventional,2019,Great Lakes
2020-08-09,2.08,53057.86,498.78,6535.75,0.0,46023.33,18494.11,27529.22,0.0,organic,2020,Seattle
2017-02-12,1.49,6127.62,1199.5,62.28,0.0,4865.84,3905.76,960.08,0.0,organic,2017,Orlando
2019-07-28,1.28,455840.12,151360.98,12345.58,4846.0,287287.56,112579.43,145284.06,29424.07,conventional,2019,Orlando
2017-10-01,2.08,132771.77,31036.76,59948.6,0.0,41786.41,41755.45,30.96,0.0,organic,2017,California
2018-09-02,1.42,663287.35,407833.39,77399.97,4867.51,173186.48,76219.85,85908.85,11057.78,conventional,2018,Miami/Ft. Lauderdale
2020-11-08,1.25,104065.56,1278.45,20787.13,0.0,81997.03,44014.98,37982.05,0.0,organic,2020,Chicago
2018-01-14,1.49,4073408.38,282970.7,2558511.27,8555.47,1223370.94,955649.36,267714.63,6.95,conventional,2018,Northeast
2017-01-29,1.23,4472.77,255.33,8.07,0.0,4209.37,2085.56,2123.81,0.0,organic,2017,Miami/Ft. Lauderdale
2020-06-07,1.43,965477.0,24579.0,575049.0,470.0,365379.0,266435.0,96554.0,2390.0,conventional,2020,Boston
2017-04-23,1.94,7206.63,3447.75,394.43,0.0,3364.45,3364.45,0.0,0.0,organic,2017,Orlando
2017-10-22,2.41,1631.8,41.07,543.46,0.0,1047.27,127.12,915.59,4.56,organic,2017,Boise
2019-09-15,1.39,68308.11,436.27,4083.71,20.58,63767.55,60045.29,3722.26,0.0,organic,2019,Baltimore/Washington
2020-11-15,1.23,50226.02,3062.61,1318.16,0.0,45845.25,32043.12,13802.13,0.0,organic,2020,Denver
2015-05-17,1.53,31271.46,22521.08,8741.03,0.0,9.35,9.35,0.0,0.0,organic,2015,San Francisco
2018-05-13,1.12,497433.85,23455.12,393654.53,494.31,79829.89,75769.0,2145.33,1915.56,conventional,2018,Hartford/Springfield
2018-02-11,1.34,14630.14,919.6,20.32,0.0,13690.22,13683.55,6.67,0.0,organic,2018,Pittsburgh
2020-07-05,1.38,179713.02,2523.59,9616.57,82.12,167490.74,111901.92,55588.82,0.0,organic,2020,Southeast
2019-10-20,1.02,250142.66,88660.4,9690.5,253.18,151538.58,125913.34,25147.64,477.6,conventional,2019,Nashville
2016-10-16,1.83,2160.64,99.83,918.48,11.98,1130.35,4.44,1125.91,0.0,organic,2016,Spokane
2016-02-07,1.59,1259.46,7.32,890.84,0.0,361.3,83.33,277.97,0.0,organic,2016,Louisville
2016-08-14,1.3,3134414.15,459026.42,1316694.09,217555.14,1141138.5,875058.46,239773.16,26306.88,conventional,2016,Great Lakes
2017-09-24,1.4,6416.81,95.09,88.8,0.0,6232.92,6229.59,3.33,0.0,organic,2017,Syracuse
2017-08-20,1.47,8511.04,990.99,14.06,0.0,7505.99,7502.66,3.33,0.0,organic,2017,Pittsburgh
2017-11-05,1.95,28626.61,14.81,1535.06,3.7,27073.04,25996.99,1076.05,0.0,organic,2017,Boston
2020-07-26,1.18,7067216.02,683873.38,4065195.53,23623.43,2294523.68,1508289.14,748599.87,37634.67,conventional,2020,Northeast
2020-11-15,1.17,24852.51,319.82,1931.14,0.0,22601.55,6862.79,15738.76,0.0,organic,2020,Detroit
2020-05-31,1.06,6177779.0,1391298.0,863086.0,281045.0,3642350.0,2464018.0,982133.0,196200.0,conventional,2020,Great Lakes
2017-01-01,1.44,104153.91,4104.86,69800.29,0.0,30248.76,23593.03,6655.73,0.0,organic,2017,Great Lakes
2019-05-26,1.87,86825.65,1404.37,21975.77,207.42,63238.09,4824.25,58341.37,72.47,organic,2019,Seattle
2019-03-24,1.54,12766.28,1442.36,2335.95,0.0,8987.97,8949.21,38.76,0.0,organic,2019,Las Vegas
2017-09-24,1.5,403780.43,222498.3,45024.88,34.48,136222.77,88241.47,47954.41,26.89,conventional,2017,Atlanta
2019-01-13,1.5,21331.99,2796.08,4774.25,0.0,13761.66,13737.63,24.03,0.0,organic,2019,Phoenix/Tucson
2020-06-07,1.06,2969091.0,1154226.0,516304.0,1914.0,1296648.0,1164098.0,70224.0,62325.0,conventional,2020,Plains
2016-11-20,0.98,9215.63,75.81,2398.24,0.0,6741.58,1186.12,5555.46,0.0,organic,2016,Roanoke
2019-04-28,1.76,7899.62,407.86,350.36,0.0,7141.4,4301.96,2839.44,0.0,organic,2019,Harrisburg/Scranton
2018-06-24,0.75,32422.82,556.52,1437.13,0.0,8972.23,7285.39,1686.84,0.0,organic,2018,Columbus
2017-08-13,2.32,1816.79,71.06,602.73,0.0,1143.0,186.3,956.7,0.0,organic,2017,Boise
2020-03-15,0.96,372081.93,137090.81,8303.13,11.99,226676.0,199324.87,27325.03,26.1,conventional,2020,Nashville
2015-01-25,1.26,10191.82,220.4,8150.22,0.0,1821.2,377.77,1443.43,0.0,organic,2015,Cincinnati/Dayton
2016-01-03,0.98,185316.35,131286.47,11153.76,7695.24,35180.88,26143.71,9037.17,0.0,conventional,2016,Nashville
2020-08-16,1.12,7038928.51,645635.75,3941445.56,37701.06,2414146.14,1684084.47,687771.64,42290.03,conventional,2020,Northeast
2018-07-22,1.41,9141.64,756.57,1.76,0.0,8383.31,8383.31,0.0,0.0,organic,2018,Pittsburgh
2017-10-22,1.43,638993.72,126273.71,238205.63,6359.85,268154.53,96160.41,171993.01,1.11,conventional,2017,Denver
2018-07-08,1.05,333988.57,82139.87,85581.96,2219.23,164047.51,135543.4,25180.77,3323.34,conventional,2018,Richmond/Norfolk
2017-11-26,2.0,115472.08,23310.44,47380.19,0.0,44781.45,44756.79,24.66,0.0,organic,2017,California
2016-05-08,1.06,961334.65,259594.33,569011.84,49424.67,83303.81,80879.28,885.92,1538.61,conventional,2016,San Francisco
2015-09-27,1.47,12416.96,8647.11,58.47,0.0,3711.38,3711.38,0.0,0.0,organic,2015,Houston
2020-06-07,1.32,7415920.0,682716.0,3814054.0,16645.0,2902505.0,2062787.0,798960.0,40758.0,conventional,2020,Northeast
2017-07-30,1.31,289052.93,88828.86,96173.17,5723.72,98327.18,93129.14,4554.7,643.34,conventional,2017,Raleigh/Greensboro
2017-04-23,2.01,9509.86,356.73,464.86,9.12,8679.15,8679.15,0.0,0.0,organic,2017,Harrisburg/Scranton
2020-05-17,1.63,19844.0,120.0,2298.0,0.0,17425.0,2962.0,14463.0,0.0,organic,2020,Cincinnati/Dayton
2017-08-27,1.54,562332.61,148933.34,138239.09,435.65,274724.53,225974.56,48406.18,343.79,conventional,2017,Seattle
2020-08-23,1.71,17537.5,88.32,4371.93,58.26,13018.99,11070.39,1948.6,0.0,organic,2020,Charlotte
